type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,6.6,0.3,0.31,13,0.047,70,217,1.0167,3.37,0.45,10.1,6
white,8,0.32,0.45,2.1,0.047,51,154,1.0134,3.65,0.51,10.8,8
white,6.4,0.31,0.27,3,0.05,14,102,1.0136,3.48,0.45,9.9,5
white,5.5,0.635,0.14,2.9,0.045,27,82,1.0132,3.56,0.4,9.4,5
white,6.8,0.29,0.37,3,0.06,53,175,1.0134,3.22,0.5,9.6,7
white,6.6,0.29,0.39,12.1,0.058,48,181,1.018,3.78,0.49,10.1,5
white,6.2,0.4,0.62,15.1,0.047,43,117,1.0178,3.35,0.53,9.1,5
white,7.8,0.21,0.56,6,0.02,22,86,1.0129,3.34,0.42,12,7
white,6.5,0.3,0.47,12.7,0.036,65,232,1.0174,3.28,0.4,9,5
white,6.6,0.3,0.32,12.6,0.049,81,227,1.01685,3.38,0.43,10.1,6
white,6,0.33,0.37,7.5,0.04,59,207,1.01495,3.46,0.43,9.7,5
white,6.3,0.32,0.47,13.1,0.042,65,235,1.01745,3.28,0.4,9,5
white,6.2,0.31,0.48,6.8,0.044,62,232,1.01505,3.32,0.42,9,5
white,6.5,0.47,0.36,1.5,0.051,11,69,1.012,3.28,0.43,11.5,5
white,6.2,0.4,0.62,15.1,0.047,43,117,1.0178,3.35,0.53,9.1,5
white,6.3,0.39,0.33,7.4,0.047,57,246,1.0156,3.56,0.57,10.1,6
white,7.8,0.28,0.33,15.4,0.047,40,196,1.0182,3.26,0.49,9.7,7
white,6.3,0.38,0.32,7.6,0.037,41,199,1.01485,3.34,0.62,9.8,5
white,6.4,0.31,0.5,11.85,0.04,62,214,1.0171,3.45,0.55,9.6,6
white,5.5,0.455,0.23,1.7,0.042,28,90,1.01265,3.74,0.43,10.1,7
white,7,0.52,0.4,3.6,0.033,32,137,1.0104,3.34,0.4,12.3,7
white,6.6,0.22,0.37,8.1,0.054,17,133,1.0165,3.48,0.46,8.8,7
white,6.8,0.19,0.33,5.1,0.061,29,107,1.0146,3.72,0.46,10.3,7
white,8.3,0.385,1.04,18.3,0.05,56,207,1.01965,3.16,0.45,9.7,5
white,8.6,0.2,0.39,1.7,0.042,25,149,1.0135,3.16,0.38,10.1,5
white,6.9,0.745,0.29,3.3,0.051,11,59,1.016,3.56,0.54,9.6,4
white,7.4,0.29,0.43,6.5,0.037,9,86,1.0142,3.38,0.48,11.6,5
white,7.7,0.385,0.3,2,0.046,16,136,1.0136,3.28,0.4,9.6,5
white,7.7,0.26,0.38,9.8,0.038,27,145,1.0165,3.28,0.51,9.9,6
white,6.6,0.21,0.37,1.5,0.031,15,101,1.0128,3.43,0.57,10.2,6
white,8.3,0.27,0.41,1.4,0.045,40,119,1.0128,3.19,0.38,10.1,5
white,7.7,0.26,0.38,9.8,0.038,27,145,1.0165,3.28,0.51,9.9,6
white,7.7,0.385,0.3,2,0.046,16,136,1.0136,3.28,0.4,9.6,5
white,7.6,0.36,0.3,1.9,0.045,14,135,1.0138,3.27,0.4,9.6,5
white,6.7,0.27,0.36,1,0.044,26,81,1.0126,3.59,0.56,10.3,7
white,6.7,0.24,0.36,1.2,0.042,26,80,1.0126,3.59,0.56,10.3,7
white,7.4,0.28,0.38,15.5,0.053,39,176,1.0183,3.23,0.44,9.1,6
white,7.4,0.28,0.38,15.5,0.053,39,176,1.0183,3.23,0.44,9.1,6
white,8.1,0.46,0.4,5.1,0.04,35,103,1.012,3.33,0.59,12.4,7
white,7.4,0.28,0.38,15.5,0.053,39,176,1.0183,3.23,0.44,9.1,6
white,6.2,0.23,0.29,4.1,0.026,24,114,1.0123,3.57,0.53,11.7,6
white,6,0.3,0.25,12.6,0.037,37,154,1.0172,3.48,0.45,9.6,6
white,8.4,0.27,0.47,3.3,0.038,15,103,1.0128,3.35,0.38,11.6,5
white,6.6,0.38,0.32,1.9,0.044,44,190,1.0128,3.33,0.39,9.7,6
white,6.9,0.26,0.39,17.6,0.042,39,155,1.0194,3.44,0.44,9.1,6
white,6.6,0.12,0.37,2,0.031,24,95,1.011,3.54,0.72,12.1,7
white,5.6,0.46,0.13,1.7,0.022,19,70,1.0106,3.53,0.53,11.5,7
white,5.2,0.46,0.05,1.6,0.02,26,104,1.0094,3.58,0.38,12.4,7
white,6.1,0.31,0.23,1.8,0.023,25,112,1.0098,3.52,0.49,12.7,7
white,6.9,0.26,0.39,17.6,0.042,39,155,1.0194,3.55,0.44,9.1,6
white,6.6,0.12,0.37,2,0.031,24,95,1.011,3.54,0.72,12.1,7
white,7.2,0.17,0.42,1.9,0.049,15,116,1.0125,3.52,0.92,11.8,6
white,7.7,0.34,0.29,4.4,0.057,23,113,1.0156,3.32,0.51,9.3,5
white,6.7,0.17,0.34,5,0.061,48,133,1.0146,3.71,0.47,10.4,6
white,6.6,0.18,0.37,7.7,0.053,54,191,1.0166,3.45,0.51,8.7,5
white,7.8,0.32,0.37,6.8,0.04,33,157,1.0151,3.59,0.64,10.8,7
white,6.1,0.24,0.75,1.7,0.153,11,56,1.0127,3.32,0.49,9.9,5
white,6.1,0.23,0.75,1.6,0.155,10,57,1.0127,3.32,0.48,9.9,6
white,7.8,0.32,0.37,6.8,0.04,33,157,1.0151,3.59,0.64,10.8,7
white,5.2,0.43,0.25,1.8,0.03,16,74,1.0094,3.7,0.47,12.6,6
white,5.8,0.4,0.38,4.3,0.029,22,79,1.0107,3.61,0.47,12,6
white,7,0.23,0.37,1.7,0.046,64,151,1.0125,3.64,0.54,10.9,5
white,6.1,0.45,0.25,2,0.053,30,124,1.0128,3.62,0.54,10.6,6
white,7.5,0.32,0.34,5.4,0.057,45,163,1.0141,3.32,0.5,10.4,6
white,7.5,0.34,0.34,5.3,0.056,46,165,1.0141,3.32,0.47,10.4,6
white,7,0.23,0.37,1.7,0.046,64,151,1.0125,3.64,0.54,10.9,5
white,7.8,0.32,0.43,9,0.039,9,119,1.0135,3.26,0.4,12.1,7
white,8.7,0.2,0.42,3.5,0.043,42,145,1.0132,3.15,0.41,10.3,6
white,8.3,0.3,0.48,1.4,0.049,8,71,1.0144,3.34,0.64,10.3,4
white,6.6,0.29,0.31,15.3,0.052,76,219,1.0172,3.39,0.41,10,5
white,7.1,0.28,0.22,1.4,0.049,10,64,1.014,3.58,0.49,10.2,4
white,8.7,0.22,0.4,1.9,0.043,25,189,1.0156,3.45,0.57,9.6,6
white,7.9,0.31,0.38,1.7,0.049,28,156,1.0127,3.25,0.47,10.6,6
white,6.1,0.3,0.38,1.4,0.049,7,31,1.0124,3.49,0.65,10.5,5
white,6.2,0.28,0.31,9.9,0.065,34,154,1.0166,3.51,0.49,9.6,6
white,8.1,0.28,0.34,17.55,0.059,44,186,1.0197,3.25,0.52,9.3,6
white,7.7,0.25,0.64,2.2,0.049,48,167,1.0136,3.25,0.56,10.2,7
white,8.1,0.23,0.4,1.9,0.053,17,86,1.0136,3.35,0.47,9.9,7
white,6.5,0.32,0.45,6.9,0.048,62,218,1.0152,3.29,0.48,9.5,5
white,6.5,0.32,0.47,7.2,0.048,61,223,1.0152,3.29,0.47,9.5,6
white,7,0.28,0.43,1.4,0.066,19,138,1.0128,3.51,0.5,10.5,7
white,5.9,0.4,0.3,3.4,0.041,41,155,1.0111,3.54,0.57,11.4,6
white,6.7,0.22,0.32,3.4,0.047,19,93,1.013,3.62,0.66,10.9,6
white,5.9,0.4,0.3,3.4,0.041,41,155,1.0111,3.54,0.57,11.4,6
white,5.2,0.56,0.1,2.8,0.055,31,81,1.0132,3.52,0.45,9.4,5
white,6.7,0.26,0.41,1.3,0.062,46,201,1.013,3.57,0.57,10.4,7
white,8.4,0.19,0.43,1.4,0.058,33,148,1.013,3.28,0.41,10.6,6
white,7.7,0.2,0.48,1.5,0.046,26,111,1.0132,3.31,0.77,10.4,6
white,7.8,0.2,0.45,1.8,0.051,61,175,1.0132,3.44,0.68,11.3,7
white,8.4,0.2,0.52,1.8,0.06,32,100,1.0143,3.35,0.43,10.4,6
white,6.3,0.29,0.51,11.7,0.051,63,212,1.0168,3.39,0.52,9.6,5
white,6.2,0.2,0.31,12.7,0.067,64,164,1.0194,3.86,0.45,9,5
white,7.7,0.43,0.26,2.9,0.039,20,115,1.0126,3.23,0.31,10.3,5
white,6.9,0.41,0.51,11.3,0.074,45,138,1.0168,3.18,0.9,9.3,5
white,7.7,0.2,0.48,1.5,0.046,26,111,1.0132,3.31,0.77,10.4,6
white,7.2,0.22,0.46,1.5,0.048,48,159,1.0116,3.15,0.33,10.6,6
white,8.4,0.18,0.3,1.6,0.052,57,191,1.0146,3.41,0.64,9.6,6
white,8.7,0.24,0.46,1.6,0.044,36,127,1.0125,3.31,0.51,11.5,7
white,8.7,0.24,0.46,1.6,0.044,36,127,1.0125,3.31,0.51,11.5,7
white,6.9,0.23,0.36,7.15,0.022,55,190,1.0135,3.45,0.39,11.2,8
white,7.7,0.23,0.42,10.7,0.063,49,176,1.0162,3.33,0.4,10.6,6
white,6.9,0.38,0.78,2.9,0.091,24,187,1.0128,3.71,0.72,12.1,6
white,6.3,0.19,0.5,1.7,0.042,39,125,1.013,3.58,0.53,9.8,6
white,6.7,0.18,0.48,1.7,0.045,48,142,1.013,3.52,0.53,10.3,6
white,8.1,0.59,0.21,8.3,0.043,14,62,1.0156,3.29,0.32,9.6,4
white,7.1,0.28,0.39,1.6,0.055,52,130,1.0141,3.61,0.61,10.5,7
white,6.4,0.64,0.48,11.1,0.053,51,247,1.0172,3.39,0.59,9.4,4
white,7.2,0.24,0.45,2.2,0.057,25,168,1.0148,3.68,0.64,10.6,6
white,6.3,0.38,0.33,7.7,0.05,46,234,1.0155,3.55,0.64,10.1,6
white,7.2,0.34,0.4,6.9,0.058,45.5,236,1.0172,3.69,0.66,10.3,6
white,7.2,0.34,0.4,6.9,0.058,45.5,236,1.0172,3.69,0.66,10.3,6
white,8,0.68,0.5,10.7,0.247,34,229,1.0183,3.07,0.76,9.2,3
white,8.9,0.21,0.42,1.9,0.043,40,150,1.0142,3.36,0.69,10.3,6
white,7.6,0.21,0.41,1.6,0.063,19,77,1.0136,3.74,0.9,10.8,5
white,7.2,0.51,0.28,6.1,0.047,12,79,1.0156,3.41,0.58,9.8,5
white,7.2,0.19,0.38,5.4,0.037,34,106,1.0153,3.57,0.54,9.4,7
white,7.6,0.21,0.38,1.5,0.038,14,104,1.0118,3.25,0.76,11.1,5
white,8.3,0.72,0.34,2.2,0.05,18,140,1.015,3.42,0.73,10.9,4
white,7.8,0.315,0.34,1.1,0.042,20,77,1.012,3.21,0.58,10.8,5
white,7.4,0.53,0.36,5.3,0.046,19,106,1.0152,3.44,0.47,10.8,4
white,7.6,0.37,0.52,19.55,0.051,56,245,1.021,3.15,0.42,8.9,5
white,7.3,0.25,0.41,1.7,0.052,24,96,1.0124,3.36,0.5,11,7
white,7.4,0.19,0.44,2.1,0.053,25,94,1.0132,3.34,0.47,10.6,5
white,6.6,0.23,0.14,1.4,0.049,24,109,1.0137,3.49,0.47,10.1,5
white,7.1,0.35,0.56,1.8,0.032,6,63,1.0118,3.27,0.45,10.5,5
white,8.4,0.44,0.42,1.2,0.041,16,77,1.0134,3.23,0.45,9.3,5
white,6.2,0.41,0.4,4.8,0.038,37,118,1.011,3.51,0.64,12.7,6
white,7.4,0.28,0.38,7.6,0.051,30,154,1.0162,3.3,0.56,9.1,5
white,7,0.25,0.85,1.2,0.14,53,125,1.0132,3.23,0.41,9.3,6
white,7.7,0.33,0.46,1.4,0.038,19,88,1.0108,3.19,0.41,11.4,5
white,9.5,0.33,0.59,2.3,0.053,18,121,1.0162,3.32,0.71,10.4,4
white,7.1,0.35,0.56,1.8,0.032,6,63,1.0118,3.27,0.45,10.5,5
white,8.7,0.3,0.45,2.3,0.052,30,113,1.0141,3.16,0.46,10.1,5
white,7.6,0.25,0.38,1.3,0.063,27,113,1.0131,3.71,0.49,10.8,6
white,7.3,0.55,0.28,10.1,0.096,36,199,1.0181,3.61,0.49,9.1,5
white,7.6,0.25,0.38,1.3,0.063,27,113,1.0131,3.71,0.49,10.8,6
white,5.4,0.34,0.24,1.2,0.08,49,168,1.0144,3.5,0.56,8.8,4
white,8.1,0.3,0.4,2.1,0.057,31,123,1.012,3.29,0.74,11.7,7
white,7.1,0.25,0.32,7.6,0.073,46,187,1.0166,3.54,0.57,9.5,5
white,6.8,0.3,0.3,4.1,0.082,36.5,218,1.0156,3.51,0.7,9.6,5
white,6.8,0.3,0.3,4.2,0.076,37,204,1.0156,3.5,0.69,9.6,5
white,8.2,0.3,0.41,2,0.075,49,161,1.0149,3.57,0.72,11,6
white,8.4,0.26,0.42,14.9,0.057,33,128,1.0202,3.42,0.52,9.8,5
white,6.5,0.34,0.55,5.6,0.051,63,174,1.0142,3.28,0.47,9.2,6
white,7.6,0.23,0.38,2.7,0.04,34,127,1.0123,3.3,0.51,11.2,7
white,8.9,0.37,0.48,6.45,0.027,10,89,1.0117,3.16,0.42,12.7,7
white,7,0.24,0.4,1.6,0.034,39,149,1.0131,3.55,0.58,11.1,6
white,8.1,0.41,0.36,1.7,0.043,33,168,1.012,3.2,0.57,11.4,7
white,8.4,0.26,0.42,14.9,0.057,33,128,1.0202,3.42,0.52,9.8,5
white,8.3,0.33,0.37,9.2,0.039,29,120,1.0153,3.16,0.42,11,7
white,7.8,0.38,0.34,8.1,0.051,26,194,1.0151,3.17,0.49,11,5
white,6.3,0.59,0.49,12.1,0.052,28,188,1.0174,3.37,0.52,9.4,6
white,6.5,0.44,0.23,3.3,0.036,29,126,1.0104,3.42,0.56,12.8,7
white,7.6,0.32,0.37,7.8,0.051,43,182,1.0174,3.57,0.61,10.2,6
white,7.9,0.3,0.48,1.4,0.04,44,134,1.0144,3.38,0.67,10.1,5
white,6.6,0.3,0.38,16.4,0.054,57,199,1.0204,3.69,0.44,9.9,5
white,7.1,0.25,0.33,6.3,0.049,30,229,1.0152,3.49,0.55,10.2,6
white,6.9,0.19,0.37,4.8,0.062,32,120,1.0156,3.63,0.41,9.1,7
white,6.4,0.31,0.29,5.9,0.041,53,157,1.015,3.48,0.4,9.5,6
white,6.4,0.31,0.29,5.9,0.041,53,157,1.015,3.48,0.4,9.5,6
white,7.5,0.24,0.41,17.05,0.051,44,192,1.0195,3.23,0.44,9.3,6
white,6.4,0.27,0.25,5.2,0.038,30,144,1.0142,3.56,0.35,10.2,7
white,7.4,0.35,0.73,10.3,0.044,59,162,1.0177,3.26,0.47,8.7,5
white,5.3,0.28,0.49,3.9,0.03,22,130,1.012,3.75,0.51,11.3,8
white,7.1,0.28,0.36,1.4,0.04,40,125,1.012,3.37,0.44,11.3,8
white,7.5,0.24,0.41,17.05,0.051,44,192,1.0195,3.23,0.44,9.3,6
white,7.1,0.21,0.37,4.1,0.037,18,129,1.0134,3.39,0.41,10.7,7
white,8.4,0.25,0.62,17.2,0.052,63,215,1.0206,3.21,0.53,9.4,6
white,7.3,0.25,0.39,14.6,0.051,36,180,1.0182,3.25,0.49,9,6
white,7.2,0.25,0.44,1.3,0.072,25,158,1.0128,3.62,0.45,10.7,6
white,8.5,0.21,0.35,6.8,0.041,30,134,1.0145,3.3,0.34,10.7,7
white,7.5,0.28,0.35,8.5,0.048,53,185,1.0163,3.29,0.34,8.9,5
white,5.4,0.28,0.37,1.4,0.036,26,99,1.0106,3.79,0.4,11.1,8
white,6.6,0.32,0.3,8.9,0.043,45,141,1.0156,3.52,0.39,10.3,6
white,6.4,0.27,0.25,5.2,0.038,30,144,1.0142,3.56,0.35,10.2,7
white,6.6,0.33,0.29,10.7,0.042,33,122,1.0162,3.51,0.36,10.2,6
white,5.9,0.33,0.25,2.7,0.028,13,122,1.0094,3.59,0.81,14.1,7
white,6.4,0.31,0.29,5.9,0.041,53,157,1.015,3.48,0.4,9.5,6
white,6.4,0.21,0.46,2.9,0.031,46,109,1.0108,3.47,0.45,11.9,6
white,6.4,0.2,0.44,1.7,0.036,60,150,1.0114,3.64,0.55,11.5,5
white,8,0.33,0.43,6.8,0.039,7,119,1.0138,3.32,0.44,10.8,5
white,7.4,0.35,0.73,10.3,0.044,59,162,1.0177,3.26,0.47,8.7,5
white,5.6,0.36,0.49,5,0.031,26,193,1.0122,3.71,0.51,11.6,7
white,5.3,0.28,0.49,3.9,0.03,22,130,1.012,3.75,0.51,11.3,8
white,7.3,0.41,0.19,2.1,0.032,28,89,1.0103,3.5,0.61,12.7,7
white,6.2,0.33,0.31,1.8,0.027,14,78,1.0093,3.41,0.53,12.7,7
white,9.3,0.26,0.44,2.5,0.057,19,153,1.0152,3.24,0.48,9.4,4
white,7.3,0.41,0.19,2.1,0.032,28,89,1.0103,3.5,0.61,12.7,7
white,8.1,0.22,0.41,1.4,0.043,16,98,1.0112,3.26,0.63,12.2,6
white,6.6,0.26,0.38,12.1,0.056,56,179,1.0183,3.72,0.46,10,6
white,7.5,0.22,0.44,1.7,0.05,23,104,1.0137,3.48,0.46,10.8,5
white,6.6,0.56,0.21,1.5,0.05,6,28,1.0132,3.46,0.34,10.1,4
white,7.1,0.19,0.42,2.3,0.05,34,98,1.0128,3.33,0.41,10.5,8
white,6,0.455,0.17,1.5,0.043,12,66,1.0122,3.49,0.54,10.6,5
white,8.2,0.49,0.38,8.4,0.04,34,218,1.0176,3.51,0.66,9.8,5
white,5.9,0.455,0.17,1.5,0.043,12,66,1.0122,3.49,0.54,10.6,5
white,6.5,0.54,0.2,13,0.045,27,140,1.0174,3.48,0.35,9.1,5
white,6.8,0.145,0.36,12.5,0.054,35,108,1.018,3.74,0.47,9.3,6
white,6.1,0.44,0.34,1.7,0.05,31,119,1.0131,3.37,0.5,10.2,6
white,6.7,0.29,0.43,1.55,0.043,41,91,1.0111,3.55,0.42,11.5,7
white,9.9,0.4,0.49,1.7,0.045,12,126,1.0144,3.13,0.48,10.9,5
white,9.7,0.27,0.44,1.6,0.047,20,137,1.0137,3.16,0.51,11,5
white,6.4,0.59,0.49,13.1,0.05,34,184,1.0174,3.4,0.48,9.3,6
white,6.6,0.155,0.33,2.05,0.041,74,168,1.009,3.32,0.27,13,7
white,6.5,0.165,0.33,5.95,0.045,25,101,1.012,3.43,0.34,12.1,7
white,5.8,0.14,0.31,1.4,0.05,22,102,1.0128,3.47,0.48,9.6,5
white,8,0.29,0.33,5.4,0.034,34,119,1.0118,3.26,0.34,11.9,7
white,7,0.24,0.32,1.3,0.051,37,161,1.0136,3.39,0.45,9.2,6
white,7,0.27,0.38,4.1,0.05,25,130,1.0144,3.4,0.54,9.8,6
white,6.9,0.43,0.35,14.45,0.046,29,164,1.0188,3.37,0.56,9.2,5
white,8.8,0.26,0.46,2.4,0.056,28,116,1.014,3.19,0.45,10.1,5
white,7.5,0.45,0.38,4.8,0.045,20,129,1.0153,3.45,0.44,10.5,5
white,6.8,0.29,0.38,12.95,0.051,31,163,1.0186,3.64,0.49,9.6,6
white,6.1,0.3,0.46,5.3,0.03,71,180,1.0114,3.6,0.42,12.4,8
white,6.2,0.35,0.41,8.5,0.034,71,172,1.0134,3.62,0.42,11.8,8
white,9.3,0.32,0.5,3.3,0.061,40,135,1.016,3.34,0.6,9.6,5
white,9.1,0.35,0.53,7,0.037,27,93,1.0137,3.19,0.36,11.6,5
white,8.6,0.2,0.37,1.1,0.079,18,59,1.0121,3.34,0.48,10.7,6
white,9.4,0.38,0.53,7.4,0.055,31,148,1.018,3.37,0.63,10.3,5
white,9.3,0.32,0.5,3.3,0.061,40,135,1.016,3.34,0.6,9.6,5
white,7.3,0.28,0.34,1.7,0.051,28,133,1.0133,3.45,0.47,10.6,5
white,7.3,0.29,0.36,1.6,0.05,28,134,1.0133,3.46,0.46,10.6,5
white,6.9,0.36,0.22,7.6,0.044,72,225,1.0159,3.34,0.43,9,5
white,9.2,0.31,0.36,1.2,0.034,16,153,1.0136,3.23,0.43,10.7,5
white,9,0.38,0.36,1.4,0.044,13,190,1.0153,3.37,0.51,9.6,5
white,7.1,0.21,0.41,5.8,0.028,30,113,1.0138,3.4,0.51,10.9,6
white,6.8,0.29,0.27,7.3,0.041,62,222,1.0152,3.34,0.37,9.6,5
white,7,0.36,0.21,7.7,0.045,70,221,1.0159,3.33,0.42,9,5
white,6.9,0.36,0.22,7.6,0.044,72,225,1.0159,3.34,0.43,9,5
white,6.2,0.64,0.04,1.4,0.045,25,81,1.0137,3.51,0.4,9.5,4
white,5.4,0.435,0.11,1.4,0.038,27,104,1.012,3.7,0.37,10.7,6
white,8,0.2,0.34,4.9,0.04,38,173,1.0167,3.67,0.46,9.1,4
white,7.7,0.37,0.4,2.2,0.037,27,174,1.0144,3.62,0.5,10.6,4
white,7.9,0.34,0.33,16.95,0.057,24,137,1.0198,3.36,0.4,9.1,6
white,7.9,0.34,0.33,16.95,0.057,24,137,1.0198,3.36,0.4,9.1,6
white,5.8,0.3,0.31,4.2,0.204,74.5,191.5,1.0142,3.47,0.4,9.5,6
white,7.9,0.34,0.33,16.95,0.057,24,137,1.0198,3.36,0.4,9.1,6
white,7.6,0.18,0.38,1.4,0.058,51,155,1.0145,3.49,0.82,9.7,6
white,7.9,0.34,0.33,16.95,0.057,24,137,1.0198,3.36,0.4,9.1,6
white,6.7,0.29,0.45,7.5,0.046,30,153,1.0146,3.35,0.62,10.3,7
white,5.8,0.3,0.31,4.2,0.204,74.5,191.5,1.0142,3.47,0.4,9.5,6
white,8.3,0.27,0.53,1,0.06,16,75,1.0128,3.27,0.4,10.5,6
white,6.1,0.28,0.36,6.4,0.033,35,131,1.0146,3.72,0.43,10.5,5
white,6.2,0.49,0.31,0.9,0.042,14,84,1.0127,3.43,0.34,9.6,5
white,7.5,0.27,0.47,1.5,0.047,23,115,1.0138,3.42,0.64,10.7,6
white,7.3,0.24,0.42,1.1,0.04,22,76,1.0118,3.41,0.39,11.1,5
white,7.6,0.18,0.38,1.4,0.058,51,155,1.0145,3.49,0.82,9.7,6
white,7.8,0.29,0.47,4.6,0.065,21,117,1.0166,3.58,0.52,10,6
white,8.3,0.65,0.49,5.5,0.033,16,120,1.0154,3.34,0.36,9.7,5
white,7.7,0.25,0.48,2,0.039,11,121,1.0113,3.21,0.72,12.9,6
white,7.5,0.26,0.37,2.1,0.048,32,103,1.0131,3.62,0.57,11.5,5
white,7.3,0.3,0.3,12.8,0.039,50,216,1.0186,3.61,0.52,10.1,6
white,6.5,0.29,0.45,8.7,0.045,58,175,1.0165,3.2,0.46,9.2,5
white,6.4,0.36,0.39,11.2,0.042,30,200,1.0184,3.56,0.52,9.5,7
white,6.9,0.29,0.33,2.1,0.045,20,191,1.0152,3.66,0.56,10.3,6
white,9.9,0.48,0.44,2.9,0.039,36,169,1.0156,3.17,0.41,9.3,5
white,7.3,0.24,0.29,4.6,0.047,32,111,1.0149,3.43,0.38,9.5,5
white,8.3,0.65,0.49,5.5,0.033,16,120,1.0154,3.34,0.36,9.7,5
white,7.6,0.46,0.49,9.2,0.032,21,127,1.016,3.32,0.38,10.2,6
white,7.5,0.26,0.37,2.1,0.048,32,103,1.0131,3.62,0.57,11.5,5
white,6.5,0.3,0.34,2.3,0.028,34,136,1.012,3.41,0.49,10.7,6
white,8,0.5,0.36,4.2,0.036,41,140,1.0112,3.38,0.46,12.9,7
white,6.6,0.45,0.68,11.9,0.068,66,227,1.0178,3.32,0.53,9,5
white,7.6,0.36,0.41,1.3,0.051,23,186,1.0138,3.29,0.45,9.4,5
white,6.7,0.25,0.42,2.3,0.029,41,106,1.0114,3.45,0.42,11.2,8
white,7.2,0.25,0.34,1.5,0.04,46,145,1.0132,3.33,0.35,10,6
white,7.7,0.3,0.51,1.7,0.071,6,57,1.0144,3.3,0.47,9.7,5
white,7.7,0.25,0.48,2,0.039,11,121,1.0113,3.21,0.72,12.9,6
white,7,0.29,0.3,5.3,0.027,37,137,1.0148,3.36,0.74,10.8,7
white,7.2,0.3,0.36,14.55,0.077,30,109,1.018,3.16,0.44,9.3,6
white,7.4,0.26,0.44,14.85,0.045,45.5,131.5,1.0198,3.56,0.43,9.2,7
white,6.3,0.41,0.26,8.4,0.028,37,218,1.0164,3.53,0.62,9.7,6
white,8,0.26,0.49,14.3,0.041,54,143,1.0192,3.23,0.48,9.3,6
white,7,0.29,0.3,5.3,0.027,37,137,1.0148,3.36,0.74,10.8,7
white,7.4,0.26,0.44,14.85,0.045,45.5,131.5,1.0198,3.56,0.43,9.2,7
white,7.2,0.3,0.36,14.55,0.077,30,109,1.018,3.16,0.44,9.3,6
white,7.5,0.29,0.41,7,0.023,15,95,1.0139,3.2,0.5,10.8,7
white,6.9,0.22,0.41,1.6,0.03,38,95,1.012,3.5,0.47,10.9,6
white,7.1,0.21,0.41,1.6,0.031,27,77,1.0122,3.5,0.48,10.9,7
white,6.5,0.34,0.42,7.9,0.049,36,194,1.0155,3.3,0.39,9.1,5
white,5.1,0.37,0.2,1.6,0.052,11,99,1.0117,3.68,0.46,10.8,6
white,5.1,0.37,0.2,1.6,0.052,11,99,1.0117,3.68,0.46,10.8,6
white,9,0.37,0.36,1.6,0.05,12,202,1.0154,3.39,0.48,9.5,5
white,7.1,0.3,0.5,15.65,0.04,62,173,1.0186,3.14,0.37,8.9,6
white,6.5,0.34,0.42,7.9,0.049,36,194,1.0155,3.3,0.39,9.1,5
white,6.4,0.25,0.44,1.8,0.034,49,136,1.0117,3.62,0.51,11.6,6
white,8.1,0.27,0.5,1.6,0.033,31,127,1.0107,3.43,0.49,12.6,6
white,9.3,0.32,0.45,1.1,0.045,15,61,1.0122,3.16,0.27,10.6,6
white,7.4,0.31,0.43,6.8,0.067,29,190,1.0158,3.49,0.32,9.8,5
white,7.7,0.36,0.4,1.7,0.043,33,157,1.013,3.43,0.54,11.4,6
white,5.1,0.37,0.2,1.6,0.052,11,99,1.0117,3.68,0.46,10.8,6
white,9.8,0.28,0.49,1.3,0.036,12,61,1.0126,2.94,0.49,10.9,6
white,8.1,0.32,0.46,7.2,0.048,42,171,1.0159,3.37,0.45,10.7,5
white,8.3,0.41,0.4,1.1,0.037,18,95,1.0106,3.24,0.34,11.8,8
white,8.1,0.65,0.42,12.2,0.304,25,222,1.0193,3.14,0.5,9.3,5
white,7.3,0.3,0.48,7.2,0.03,26,128,1.013,3.22,0.36,11.2,8
white,8.3,0.41,0.4,1.1,0.037,18,95,1.0106,3.24,0.34,11.8,8
white,6.5,0.27,0.37,1.25,0.047,16.5,219.5,1.012,3.53,0.46,11.1,6
white,6,0.44,0.36,6.1,0.037,51,129,1.012,3.71,0.6,12.6,7
white,7.7,0.32,0.43,1.3,0.041,22,117,1.014,3.36,0.69,10.1,6
white,8.1,0.32,0.46,7.2,0.048,42,171,1.0159,3.37,0.45,10.7,5
white,7.3,0.27,0.43,2.4,0.036,30,104,1.0108,3.46,0.56,12.4,7
white,6.9,0.36,0.41,3.5,0.026,20,89,1.0102,3.34,0.55,12.8,6
white,7.3,0.27,0.43,2.4,0.036,30,104,1.0108,3.46,0.56,12.4,7
white,7,0.22,0.42,6.6,0.042,21,112,1.0143,3.3,0.44,10.6,5
white,9.5,0.3,0.57,1.3,0.05,26,111,1.0121,3.43,0.3,12.6,6
white,8.4,0.37,0.46,1.25,0.036,19,98,1.0111,3.4,0.34,12.5,3
white,7.4,0.33,0.34,13.1,0.046,47,240,1.0186,3.26,0.43,8.8,6
white,8,0.45,0.41,4.6,0.033,41,116,1.012,3.37,0.56,12.5,7
white,8,0.48,0.41,5.95,0.036,28,95,1.012,3.36,0.56,12.7,7
white,7.8,0.43,0.34,5.3,0.04,30,133,1.0143,3.58,0.46,11.1,6
white,7.8,0.3,0.35,1.4,0.046,48,157,1.0137,3.62,0.52,10.2,6
white,7.9,0.36,0.35,1.8,0.039,47,197,1.013,3.23,0.5,10.6,5
